Data	A1	A2	B1	B2	C1
Adjec\-tival	0.290157845868152	1.23951064119885	0.81431566946927	1.23655249165327	1.05855577706815
Adverbial	9.86536675951718	10.9076936425499	11.9432964855493	15.7042166439965	16.4076145445564
Other	1.45078922934076	0.867657448839198	0.950034947714148	0.865586744157289	0.646895197097205
{Proper nouns}	1.16063138347261	2.47902128239771	2.10364881279561	2.28762210955855	1.17617308563128
Non-lexical	0.290157845868152	0.371853192359656	1.08575422595903	1.17472486707061	1.29379039419441
Inter\-jections	2.32126276694522	1.48741276943863	0.475017473857074	0.865586744157289	0.705703851378769
Nominal	1.45078922934076	2.10716809003805	1.49291206069366	2.16396686039322	1.82306828272849
